,sentences,WS
1207,看誰敢用支持農農就是支持皺皺姐農農還不快切割,"['看', '誰', '敢', '用', '支持', '農農', '就是', '支持', '皺皺姐', '農農', '還', '不', '快', '切割']"
1208,一定要下架雙標議柯黑哪次不是專黑柯文哲,"['一定', '要', '下架', '雙', '標議', '柯黑', '哪', '次', '不是', '專黑', '柯文哲']"
1209,我們都是農包17的國文能力…文旦來了,"['我們', '都', '是', '農包', '17', '的', '國文', '能力', '…', '文旦', '來', '了']"
1210,粗暴言論大可如果沒有,"['粗暴', '言論', '大可', '如果', '沒有']"
1211,不過拜託去學我老婆,"['不過', '拜託', '去', '學', '我', '老婆']"
1212,以後白粉對啊,"['以後', '白粉', '對', '啊']"
1213,哼哼真˙詐騙之島,"['哼哼', '真', '˙', '詐騙', '之', '島']"
1214,分手快樂這不太吉利吧......要賴要背斷交鍋嗎?快要和某人分手很開心你可以找到更好的到時候成真就變預言家惹低能兒耶到時一語成讖...這什麼？斷交也唱這首嗎？斷交就官員排排坐一起唱賴,"['分手', '快樂', '這', '不', '太', '吉利', '吧', '.', '.', '.', '.', '.', '.', '要', '賴', '要', '背', '斷', '交鍋', '嗎', '?', '快要', '和', '某人', '分手', '很', '開心', '你', '可以', '找到', '更', '好的', '到時候', '成真', '就', '變', '預言家', '惹', '低能兒', '耶到', '時', '一語成讖', '.', '.', '.', '這', '什麼', '？', '斷交', '也', '唱', '這', '首', '嗎', '？', '斷交', '就', '官員', '排排', '坐', '一起', '唱', '賴']"
1215,繼續手抖安享餘年曾經的戰神,"['繼續', '手', '抖', '安享', '餘年', '曾經', '的', '戰神']"
1216,你知可以床戰嗎王已經當很久議員了真的不選,"['你', '知', '可以', '床戰', '嗎王', '已經', '當', '很', '久', '議員', '了', '真的', '不', '選']"
1217,只有一小誰跟你說人民氣的牙癢癢,"['只', '有', '一', '小', '誰', '跟', '你', '說', '人民氣', '的', '牙癢癢']"
1218,下下一還好我都點光明燈改運我不知道,"['下下', '一', '還好', '我', '都', '點光明燈', '改運', '我', '不知道']"
1219,崩潰了,"['崩潰', '了']"
1220,XDDDDDDDD12億昨天不是變高的政績檢調升官是要看地方還是中開88槍都無能處理了,"['XDDDDDDDD', '12億', '昨天', '不是', '變', '高', '的', '政績', '檢調', '升官', '是', '要', '看', '地方', '還是', '中開', '88', '槍', '都', '無能', '處理', '了']"
1221,根都知道是批評了，還期待建2個草包=,"['根', '都', '知道', '是', '批評', '了', '，', '還', '期待', '建', '2', '個', '草包', '=']"
1222,但叫網管抓r你問苗大議員阿打B,"['但', '叫', '網管', '抓', 'r', '你', '問', '苗大', '議員', '阿打', 'B']"
1223,別讓台北人想起來賴功德絕對是臥底陳時中也覺得萬華有蟲洞啊塔綠班票好多,"['別', '讓', '台北人', '想起來', '賴功德', '絕對', '是', '臥底', '陳時中', '也', '覺得', '萬華', '有', '蟲洞', '啊', '塔', '綠', '班票', '好多']"
1224,搬蔡EE故故意的吧！不講自己提菜E遲早都要選總統,"['搬', '蔡EE', '故', '故意', '的', '吧', '！', '不', '講', '自己', '提菜', 'E', '遲早', '都', '要', '選', '總統']"
1225,靠蹭柯可憐仔下去好嗎？羞辱公務員柯文哲應該當數綠班只會這四個字側翼講話有邏輯屎都可以當科長活該自己公私不分，所喵薄啞呵呵又來了，問A答B，提升民辦公室打砲的呢？邏輯滿分文革來嚕自助餐啊,"['靠', '蹭柯', '可憐仔', '下去', '好', '嗎', '？', '羞辱', '公務員', '柯文哲', '應該', '當', '數', '綠班', '只', '會', '這', '四', '個', '字', '側翼', '講話', '有', '邏輯', '屎', '都', '可以', '當', '科長', '活該', '自己', '公私不分', '，', '所', '喵', '薄啞', '呵呵', '又', '來', '了', '，', '問', 'A', '答', 'B', '，', '提升', '民', '辦公室', '打砲', '的', '呢', '？', '邏輯', '滿分', '文革', '來', '嚕', '自助餐', '啊']"
1226,自己負責,"['自己', '負責']"
1227,這名字好要被關了是不是五樓都看中天吧allyours,"['這', '名字', '好', '要', '被', '關', '了', '是', '不是', '五樓', '都', '看中', '天吧', 'allyours']"
1228,中科院人員不能去大有掛的樣子,"['中科院', '人員', '不能', '去', '大有', '掛', '的', '樣子']"
1229,還俄國在東邊也要開戰線？,"['還', '俄國', '在', '東邊', '也', '要', '開', '戰線', '？']"
1230,這看看吧,"['這', '看看', '吧']"
1231,是啊，馬英九講的很對，美國民黨=和統,"['是', '啊', '，', '馬英九', '講', '的', '很', '對', '，', '美', '國民黨', '=', '和', '統']"
1232,跟這些買根本詐欺了吧換個公司名,"['跟', '這些', '買', '根本', '詐欺', '了', '吧', '換', '個', '公司', '名']"
1233,小只會改名字？,"['小', '只', '會', '改', '名字', '？']"
1234,擺明了就給他終究是要白藍合的，八卦白至少開始懂的用他黨，但之民進黨就沒這氣度,"['擺明', '了', '就', '給', '他', '終究', '是', '要', '白藍合', '的', '，', '八卦白', '至少', '開始', '懂', '的', '用', '他', '黨', '，', '但', '之', '民進黨', '就', '沒', '這', '氣度']"
1235,不是皇上回宮當然要大聲喊阿你沒車牌辨識？跟8+9愛改管一樣,"['不是', '皇上', '回', '宮', '當然', '要', '大聲', '喊', '阿', '你', '沒', '車牌', '辨識', '？', '跟', '8+9', '愛', '改管', '一樣']"
1236,騙票啦譴責變色其實是甲貓自己喜歡可樂吧真爽一堆飲料可以喝她好像瘦了,"['騙票', '啦', '譴責', '變色', '其實', '是', '甲', '貓', '自己', '喜歡', '可樂', '吧', '真', '爽', '一', '堆', '飲料', '可以', '喝', '她', '好像', '瘦', '了']"
1237,陳菊,['陳菊']
1238,怡農貶低國格？,"['怡農', '貶低', '國格', '？']"
1239,就是1450支那銀都跑出來了上面幫當朝講了一堆理由，馬19當時做的事情真的普通澎下降了，g排會降回6馬執政後期確實很爛，但也馬時候是做什麼都會被說，美國QE美元貶值讓資金往還在一中各表五年來首見耶民進黨真的漂白馬英九綠共就是會哭的孩子有糖吃核四是拼裝車,"['就是', '1450', '支那', '銀', '都', '跑出來', '了', '上面', '幫', '當朝', '講', '了', '一', '堆', '理由', '，馬', '19', '當時', '做', '的', '事情', '真的', '普通', '澎', '下降', '了', '，', 'g', '排', '會', '降回', '6', '馬', '執政', '後期', '確實', '很', '爛', '，', '但', '也', '馬時候', '是', '做', '什麼', '都', '會', '被', '說', '，', '美國', 'QE', '美元', '貶值', '讓', '資金', '往', '還', '在', '一', '中', '各', '表', '五', '年', '來', '首見', '耶', '民進黨', '真的', '漂白', '馬英九', '綠共', '就', '是', '會', '哭', '的', '孩子', '有', '糖', '吃', '核四', '是', '拼裝', '車']"
1240,再來啊,"['再', '來', '啊']"
1241,是不是在害好氣喔~重用9萬爭取年輕選票,"['是', '不是', '在', '害', '好氣', '喔', '~', '重用', '9萬', '爭取', '年輕', '選票']"
1242,真的很怕你可能很年輕沒經歷過萬年直接比數量,"['真的', '很', '怕', '你', '可能', '很', '年輕', '沒', '經歷', '過', '萬', '年', '直接', '比', '數量']"
1243,就穩上了，沒差是政見發表會又不是廢話大唉,"['就', '穩', '上', '了', '，', '沒', '差', '是', '政見', '發表會', '又', '不是', '廢話', '大唉']"
1244,嘻耶,['嘻耶']
1245,牆頭草在找流量發現等下次風向往民進黨這,"['牆頭草', '在', '找', '流量', '發現', '等', '下', '次', '風向', '往', '民進黨', '這']"
1246,=,['=']
1247,克拉克是你能二創的英粉生氣了標準就是黨定的啊特哥阿扣哥這次我支持時鐘其實二創DPP的政治人物我要看到血流成河不要這麼誠實好不好要多低能才會被謝罵低能兒能夠被這個吸毒仔罵低能兒是不是該回去多哈幾下了別污名化低能兒智障，他票太多能給也不會就真的啊哈哈,"['克拉克', '是', '你', '能', '二', '創', '的', '英粉', '生氣', '了', '標準', '就', '是', '黨定', '的', '啊', '特哥', '阿扣哥', '這', '次', '我', '支持', '時鐘', '其實', '二', '創', 'DPP', '的', '政治', '人物', '我', '要', '看到', '血流成河', '不要', '這麼', '誠實', '好', '不', '好', '要', '多', '低能', '才', '會', '被', '謝罵', '低能兒', '能夠', '被', '這', '個', '吸毒仔', '罵', '低能兒', '是', '不是', '該', '回去', '多哈', '幾', '下', '了', '別', '污名化', '低能兒', '智障', '，', '他', '票', '太多', '能', '給', '也', '不會', '就', '真的', '啊', '哈哈']"
1248,鄭運鵬加中國同路人力挺中國人,"['鄭運鵬', '加', '中國', '同路', '人力', '挺', '中國人']"
1249,偵查,['偵查']
1250,跟台獨差別是不聽話就是台獨啊,"['跟', '台獨', '差別', '是', '不', '聽話', '就', '是', '台獨', '啊']"
1251,沒聽過這掃自己？？？大權在握最好???????又在自介？供三洨,"['沒', '聽', '過', '這', '掃', '自己', '？', '？', '？', '大權', '在', '握', '最', '好', '?', '?', '?', '?', '?', '?', '?', '又', '在', '自介', '？', '供', '三', '洨']"
1252,被擋下,"['被', '擋下']"
1253,不過這裡都網甲甲484都跟那隻噁貓一被要求又如何,"['不過', '這裡', '都', '網甲', '甲', '484', '都', '跟', '那', '隻', '噁', '貓', '一', '被', '要求', '又', '如何']"
1254,就像行李沒差吧,"['就', '像', '行李', '沒', '差', '吧']"
1255,嘔嘔嘔嘔嘔統1布丁？某肛門族群又犯罪了=,"['嘔嘔', '嘔嘔', '嘔統', '1', '布丁', '？', '某', '肛門', '族群', '又', '犯罪', '了', '=']"
1256,真D87連成員都沒有決定，這小組台灣人民對不起民進黨，建先能檢討蟑螂再來說不如辦徵文比賽檢討敗選原選總統的前哨戰另一個少子化辦公室？一看就知道輸不夠啦檢討別人小組誰會相信詐騙祖師爺綠共的結輪：都是死忠的錯,"['真', 'D87', '連', '成員', '都', '沒有', '決定', '，', '這', '小組', '台灣', '人民', '對不起', '民進黨', '，', '建', '先', '能', '檢討', '蟑螂', '再', '來', '說', '不如', '辦', '徵文', '比賽', '檢討', '敗選', '原選', '總統', '的', '前哨戰', '另', '一', '個', '少子化', '辦公室', '？', '一', '看', '就', '知道', '輸', '不', '夠', '啦', '檢討', '別人', '小組', '誰', '會', '相信', '詐騙', '祖師爺', '綠共', '的', '結輪', '：', '都', '是', '死忠', '的', '錯']"
1257,還真的檢討怎麼被假訊息攻擊還是母雞選擇性幫小雞意思就是中央社記者->溫貴香請問講一堆枝微末節,"['還', '真的', '檢討', '怎麼', '被', '假', '訊息', '攻擊', '還是', '母雞', '選擇性', '幫', '小雞', '意思', '就', '是', '中央社', '記者', '->', '溫貴香', '請問', '講', '一', '堆', '枝微末節']"
1258,至少也是組長哈哈哈，扶龍王盡量罵，謝笑死,"['至少', '也', '是', '組長', '哈', '哈', '哈', '，', '扶龍王', '盡量', '罵', '，', '謝', '笑死']"
1259,金鉤杯歐，金鉤杯歐，金鉤是汙了多少錢土城找安,"['金鉤杯', '歐', '，', '金鉤杯', '歐', '，', '金鉤', '是', '汙', '了', '多少', '錢土城', '找', '安']"
1260,dpp靠你了假訊息不用罰300萬？嫖妓沒帶錢,"['dpp', '靠', '你', '了', '假', '訊息', '不用', '罰', '300萬', '？', '嫖妓', '沒', '帶', '錢']"
1261,好猛其實市長是副職啦，笑死888傲慢老人八年辛苦了，謝謝側翼蟑螂建議先去看腦地下院長？補選蔣萬安立委把第三勢力打趴,"['好', '猛', '其實', '市長', '是', '副職', '啦', '，', '笑死', '888', '傲慢', '老人', '八', '年', '辛苦', '了', '，', '謝謝', '側翼', '蟑螂', '建議', '先', '去', '看腦', '地下', '院長', '？', '補選', '蔣萬安', '立委', '把', '第三', '勢力', '打趴']"
1262,郭黃當副手現在沒聲量的是黃，到底是這組合也太讚,"['郭黃', '當', '副手', '現在', '沒', '聲量', '的', '是', '黃', '，', '到底', '是', '這', '組合', '也', '太', '讚']"
1263,自30多年前......居然沒被扁,"['自', '30多', '年', '前', '.', '.', '.', '.', '.', '.', '居然', '沒', '被', '扁']"
1264,徐,['徐']
1265,再奶好大,"['再', '奶', '好', '大']"
1266,突然放煙火是...........這P-63,"['突然', '放', '煙火', '是', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '這', 'P-63']"
1267,辦公室多查一點嘻嘻,"['辦公室', '多', '查', '一點', '嘻嘻']"
1268,黃郁芬,['黃郁芬']
1269,=那你刪文啊…無言這邊有自己的價值判斷，罵社會大學不知道,"['=', '那', '你', '刪文', '啊', '…', '無言', '這邊', '有', '自己', '的', '價值', '判斷', '，', '罵', '社會', '大學', '不知道']"
1270,滿滿的屎味呵呵，智商碾壓笑而不答你確定不會被抓戰犯嗎？,"['滿滿', '的', '屎味', '呵呵', '，', '智商', '碾壓笑', '而', '不', '答', '你', '確定', '不會', '被', '抓', '戰犯', '嗎', '？']"
1271,澤東,['澤東']
1272,靠嘴6億徵300萬名黑熊勇士老先生看錯了抗中,"['靠', '嘴', '6億', '徵', '300萬', '名', '黑熊', '勇士', '老先生', '看錯', '了', '抗中']"
1273,沒用？日本只想佔土地跟石油，沒日本是先跟美國開戰才搶東打俄國或是跟俄國簽不侵犯希特勒一定會打俄國，你日剛統一完,"['沒用', '？', '日本', '只', '想', '佔', '土地', '跟', '石油', '，', '沒', '日本', '是', '先', '跟', '美國', '開戰', '才', '搶', '東', '打', '俄國', '或是', '跟', '俄國', '簽', '不', '侵犯', '希特勒', '一定', '會', '打', '俄國', '，', '你', '日剛', '統一', '完']"
1274,笑死支那讓台獨副總統當副省長剛剛有人說話嗎？中國台灣省的副省長到日本副省長欸，怕了吧！學學蚵嗲說打就打，別一張廢省了啦,"['笑死', '支那', '讓', '台獨', '副總統', '當', '副省長', '剛剛', '有', '人', '說話', '嗎', '？', '中國', '台灣省', '的', '副省長', '到', '日本', '副省長', '欸', '，', '怕', '了', '吧', '！', '學', '學', '蚵嗲', '說', '打', '就', '打', '，', '別', '一', '張', '廢', '省', '了', '啦']"
1275,苗博雅請出來對社會社會大學,"['苗博雅', '請出來', '對', '社會', '社會', '大學']"
1276,只要判高虹安有罪,"['只要', '判', '高虹安', '有罪']"
1277,pass嗯嗯喔喔真的喔?笑死人的通篇邏輯錯亂，這是醫生誰民進黨反黑金反幾十年，反邏輯死去,"['pass', '嗯', '嗯', '喔', '喔', '真的', '喔', '?', '笑死', '人', '的', '通篇', '邏輯', '錯亂', '，', '這', '是', '醫生', '誰', '民進黨', '反', '黑金', '反', '幾十', '年', '，', '反', '邏輯', '死去']"
