,sentence,label
1502,蠻中肯的學生老師問這樣也能抓到塔綠班崩潰,Non-offensive
1503,已當選的公自己黨內寫黨規就好了啊,Non-offensive
1504,選前硬把中油台電壓就油電雙漲還怎麼收拾股市萬五救經濟??打臉側翼經濟20年最好草擬妹的,Non-offensive
1505,反應很快喔光頭不下台喔？騙神的都不用辦，還真爽不是這個不用查喔笑死人騙教訓不夠什麼時候才要滾下次再有,Non-offensive
1506,已經賣到全前瞻物聯網問就是汽車汽車,Non-offensive
1507,不愧是靠豬哥票跟王八千的房東比起來,Non-offensive
1508,說實話內科原始那種道路規這個倒真的可以怪馬就阿扁在混阿都市計畫失敗,Non-offensive
1509,還不選民是不是有智慧，就看這EE樂園當初柯MG149,Non-offensive
1510,姑婆黑勇樣厲害了民進黨阿林飛帆要高升去哪黑道黨部,Non-offensive
1511,每個劇情最留言小心,Non-offensive
1512,484在壓肇逃事件啊？PTT菜雞？那龍女到底乾我屁事72年不變就不會被騙？！,Non-offensive
1513,國際笑話？終於從廁所出來了,Non-offensive
1514,衝突在哪？而且頭上插著迴力鏢的人有資格擊潰丁守中希望民進黨立委這記者是在說三小？這不是證明黃國昌是真的要這側翼邏輯這麼差??,Non-offensive
1515,和喬柯的聖戰才剛開蟑螂崩潰林耕仁那票數看起來就是被Wecare,Non-offensive
1516,防疫旅館阿中你最爛,Non-offensive
1517,不dpp用盡全力守護大秘寶喬王看樣子真的很怕綠能你不能,Non-offensive
1518,而且矮化國格還說沒蔡ee：我就中毒了，戒不還囧公道必EE抗中飽臺怎麼了嗎？小英快斷ecfa,Non-offensive
1519,草包松機對外島來台北或外島住這咖有夠台的，根本新北水他以為自己是行政院院長？是不會搭機捷去台北喔？沒差啦,Non-offensive
1520,要跟主子中共為啥蘇貞昌態度那麼軟？？怎麼沒有霸氣溝通？光頭騙神仔又再騙了...蛤？不是應該直接戒毒嗎？跟敵國溝通爭取？等等，這窩草,Non-offensive
1521,惡人先告狀是DPP贊助,Non-offensive
1522,失敗結果選後入國民黨投誰本來就自由的，不投某,Non-offensive
1523,大家選前都不敢講,Non-offensive
1524,Hay，sleeping胡錦濤還好嗎我快篩陽性你的名字是？習明澤送到美國和親，當拜我來是做什麼的,Non-offensive
1525,大家現在能政問了?不用想太多...很多人都扮豬吃老虎陰謀論：美國間中間少講了一堆人，亂下什中國14億人民投票選出來像3樓瞎捧主子,Non-offensive
1526,照到哪裡陳時中連拍手同意都不用了E真的無法無天欸章萬安要失業了徵召賴清德拍手通過偉大的黨都公告補選投票日了民進黨七個俗辣以後會被一又黨主席徵召？說好的民主DPP,Non-offensive
1527,擋在前面會啊,Non-offensive
1528,不如現不能這麼噁心誒我就問~下限在哪~無恥至到底臉皮有多厚，才能這樣[新聞],Non-offensive
1529,支持提告廢綠共有阿北,Non-offensive
1530,補習上台大的,Non-offensive
1531,還需不知道錯在哪的人最可怕大戰犯叫大家找小戰犯,Non-offensive
1532,宣明智：反正台北人很有錢啊閱讀能力有問題去重讀小學幹你娘情勒大王就是要a錢，怎樣？咬我啊寄生立院,Non-offensive
1533,變成林十八你讓他出來選一個,Non-offensive
1534,從頭民進黨那個廢物立委都不敢那民進党有參選的，要不要土城歡迎妳你是在跟黃珊珊選還高虹安激起藍綠小黨對立，夾殺小安安自己要辭的,Non-offensive
1535,33真的希望奇蹟能發生雨再大也要去投票安安後面很多人啊好了啦選前最後一夜了，珊合理啊33幹了24年,Non-offensive
1536,哭哭喔新竹有這種人，感到可恥麻的fa(ther)柯所以是哀求不要查？這篇就是你周軒寫的吧老兵有沒有抽大麻？？擁有權力到這種程度…可憐他到底是一直出來幹嘛晚了就不要了,Non-offensive
1537,遲早炒到10幾20年來每年都在提就是要炒房炒到台灣人絕子蔡EE德政,Non-offensive
1538,很故意喔早日康復真的差點要留RIP,Non-offensive
1539,快黑道治國了加油,Offensive
1540,跟教可惜高雄選民腦袋都不清楚只能說選錯時機,Non-offensive
1541,訴EE,Offensive
1542,早該做了,Non-offensive
1543,放綠共抹黑一條龍,Offensive
1544,你這樣打司馬懿？胡回到家會收到空便當盒嗎過幾天就Goggle,Non-offensive
1545,我看民進黨選舉時都沒幹你他媽的騙神騙人民,Non-offensive
1546,"原沒跟丟石頭,忠誠度有問題不配合綠共",Non-offensive
1547,黑道幹話治國,Offensive
1548,繼續開放信不信4趴仔灌爆蔡英那你願意先得一下肺炎嗎？原來骨子裡也很像對岸,Non-offensive
1549,餓了八年台灣人嘴巴清廉改革,Non-offensive
1550,嚇到兩立可憐吶,Non-offensive
1551,美爸派人來直接在你面前選舉時間到了，都爬出來了只會講這句米國人阿公這個時間搞選舉，希望他們最擅長撕裂的人喊團結強制打三劑,Non-offensive
1552,搞到像私人恩怨一樣檢查總長,Non-offensive
1553,的,Non-offensive
1554,沒煮過飯?太水了變稀飯要超越連勝文了嗎...那是水加太多,Non-offensive
1555,你嘴臉大家看破了吼喝喝,Non-offensive
1556,選廣告時間比較精華這是免費可以看的嗎戲劇效果真好,Non-offensive
1557,Ya~我猜股票被狠套2000萬直接投資女兒繞過金融單位直接跟美國政買一堆垃圾食物吃然後想辦就存著不要動就好了五萬給女兒,Non-offensive
1558,怎麼這時候我也可以當總統抗中保台為啥還要貿易拜託停ecfa，制裁中國廢物在那叫什麼對方看你糖衣毒藥吃上癮,Non-offensive
1559,car?,Non-offensive
1560,好歐臭到你主子了，是沒酒醒還中央社發這種新聞？？？？真的,Non-offensive
1561,張不敢嗆習,Non-offensive
1562,送九萬到中國以行動九萬真香怎麼沒喊,Non-offensive
1563,選到以前我還傻傻跟你們一起喊不管什麼獨，總之就是絕對台派塔斑斑又被台派教主打蔡英文借殼上市路線贏了，快剩2200多萬了好了拉,Non-offensive
1564,都完全執小英真的是台灣最差的總統馬總統,Non-offensive
1565,這33粉&柯粉：台北市沒救今天廁所好多33粉不要侮辱馬英九蔣萬安上台是台北市民的福在我的預料之中！嘻嘻陳仇能阻止時鐘就是守護住台北33可惜了恭喜KMT可以爽了必須說,Non-offensive
1566,it,Non-offensive
1567,一個柯寶台大可以兼職顧問嗎如果是真的,Non-offensive
1568,被盜帳號了嗎？笑死那麼早就來救援喔？都卸任這麼久了還要來救援政見？原來馬還在執政喔，什麼都怪前朝，笑死立委劉櫂豪批前總統馬英九馬又上台了喔,Non-offensive
1569,農婦包工程25年，就賺飽了4,Non-offensive
1570,責任是不有一點我想講，所謂投票不原來現在的民進黨還沒國民呵呵,Non-offensive
1571,股票,Non-offensive
1572,沒4,Non-offensive
1573,太狂妄了吧你騙神明沒人比得上啦,Non-offensive
1574,有專家身份,Non-offensive
1575,台北好了啦，就們柯粉最死忠了笑死,Offensive
1576,也太明目張膽財委會執不是撈錢,Non-offensive
1577,確定每個開槍的都有88槍,Non-offensive
1578,才讓皇上吉祥時鐘肩膀上背的靈真多哈哈哈哈哈哈哈哈,Non-offensive
1579,罪責不改重,Non-offensive
1580,比藍綠差？繼續清德清黨～清德清黨～清德四王焦蒄：賴清德我愛你一下說柯出來賴必勝,Non-offensive
1581,這笑死,Offensive
1582,塔綠班阿扁：怕.jpg怕.jpg小本本沒用了嘛？又沒說錯，道什麼歉是不是要被抓回去了阿XD綠色水平怕被關回去喔一代戰神被嚇成這樣,Non-offensive
1583,農農怎麼輸直接登出都還來得及膿膿ㄟ敗票王你不要要敗票了,Non-offensive
1584,"他跟宗痛報告我這兩年只有喝高端股票還沒跌台南仔不意外防疫有當網紅一半認真就好滾，真的很誇張，選上完全唧唧會變小姑婆勇之後,又出來了一個做醫生喜歡喝全糖作秀廢物紅茶類的也只喝全糖或7分全糖少冰XD智障塔綠班最愛看這種花邊唉，一直都那麼低能嗎？低能兒",Non-offensive
1585,不是進不要聽說,Non-offensive
1586,"當然最近館長會大反擊就是因為會長是特別嘉賓選民服務笑死小英總統又管不到黑道，在這些東西一般人根本不會知5萬人大台，無敵的吧？有夠黑的爛黨媒體真的很丟當初如果韓當選,他的內閣司法改革",Non-offensive
1587,喊打仗最大聲的不就是你？年輕人我不信投票率多高啦老實說。原本我就只是賭爛好了啦,Non-offensive
1588,蛤？可以去新竹市當副市長塔綠班是腦子有問題嗎,Non-offensive
1589,台大法律原來是跟著帶風向的小綠綠我同學土木系都能考上律師T不討厭,Non-offensive
1590,嘴巴有夠壞應該是鍋巴只會乾巴巴的真是不給安安面子啊應該是乾飯不是稀飯吧XD我相信柯哈哈哈哈果然沒煮過飯...好笑,Non-offensive
1591,黨證辦這張笑死，你要查查多少父母老拿貪來的錢培養下一代，歷台灣拿黨證就是無敵上面在講什麼？？當然是現最有名的就是陳水扁陳哲男蔣萬安怎麼辦,Non-offensive
1592,下次錄音出來放一放就好,Non-offensive
1593,日本：我們連軍事基地旁邊看來建商不怕賣不出去,Non-offensive
1594,傻了我覺得驗票應該加個全額自民進黨就是不要臉原本想說驗個票而已,Non-offensive
1595,你是行政院長好嗎,Non-offensive
1596,政治迫害倒數計這件事很簡單，中時現在就偵字偵結要寫的報告可多了綠色恐怖要來了,Non-offensive
1597,護笑死,Offensive
1598,學學對手直接砸粉專一直花錢一直爽喔，所以勒，你選舉都不花所以呢??,Non-offensive
1599,intel,Non-offensive
1600,聽小英的一定去投綠噁心的髒東西拎盃這輩子絕對不投綠共跟不會投給塔綠班啦,Non-offensive
1601,鄭等下會有小綠綠說台北也有加分了,Non-offensive
1602,一起唸這被搜出來會出人命苗苗請一視同仁唷)幹嘛找巧芯,Non-offensive
1603,沒內政部：笑死在民進黨統治下，什麼都是既然如此還一直說要有原廠這什麼政府,Non-offensive
1604,死母豬耳跟敵國貿易往來很爽嗎？辣味空心菜啊不是要抗中保台叫什麼叫，去跟老闆說啊！噓~~~~~~~~~~~有這種史上最爛總統真的是吱障不是都說斷光光才好不是糖衣毒藥？大陸又沒差,Non-offensive
1605,台灣平均智商最天佑台灣恭喜！！！趕快揭開各種弊讚找大秘寶血流成河讚啦,Non-offensive
1606,這總統除了輔選以關心自己口袋能不能飽飽的真多政二代國家是黨的嗎？第二高票你敢嘴對民進黨來說,Non-offensive
1607,"沒黨證就沒辦法多拿滾動高潮！！！！！！ㄅ白痴塔綠班運毒都能無罪，司法早就是12e不查？2024下架內患綠共,魁土城找安！還助理勒",Non-offensive
1608,如聽一席話垃圾,Offensive
1609,我說病毒在那叫什麼6666666,Non-offensive
1610,核能我們應該公投不用繳稅的塔綠班少來洗記憶了，當時你看看你們這群反核智障還馬英九公道的就是菜英文小英帶領的民進黨沒有認錯小馬哥難得中肯會改就不叫民進黨了,Non-offensive
1611,不說都不知抗中保台大麻喬氣到發抖調資料出來哪個超過百億就笑死,Non-offensive
1612,這比抹小弟什麼的嚴老實說他真的不帥啊婦女票沒了qq已婚，當選機率降低農婦是指務農的婦人好嗎?塔綠班真的很會搞一些人設沒人care沙皮,Non-offensive
1613,甚至有二台灣戲劇能看的大概只有台台灣一堆抗中保台的知名導看看那群自命清高的導演麻煩請大家要呼籲的是「給白目不思考原因，網飛預算早就沒看了！演員一堆尷尬繼續賣弄情懷就好啊缺好劇本,Non-offensive
1614,我家死忠的還以前都是執政的錯,Non-offensive
1615,"變色龍全力章公子年輕人出來投啊vaughn你死忠的綠粉不是藍就是綠的人真的有夠33加油人會變,",Non-offensive
1616,笑主動提供,Non-offensive
1617,懂？關你屁事凱道還是很拗口啊，有哪些說得好，總統府先帶個好頭這話完美驗證,Non-offensive
1618,EE跛鴨這個黨真的很愛作圖這母豬講的話真的跟智障講the,Offensive
1619,超安馬囧軟歸軟，但是他任內我有比馬還無能的總統,Non-offensive
1620,也要好的領導一直換根本內耗，做的好好強將留用是好事停滯八年還留任,Non-offensive
1621,呵呵看不到啊沒看綠共努力跪舔?當然是先檢討柯P阿南北韓塊頭差不多啊中國只當然是更加團結,Non-offensive
1622,小來人啊！把他從路燈上放下看不起這垃圾笑死,Offensive
1623,R柯文哲任內養死熊貓難道不也只有那幾個嘴巴爛掉的人EE會發文嗎？個人無感這時候還能扯到政治的真的拜登的狗？！照DPP甩鍋的頻率,Non-offensive
1624,吵屁還沒下台,Non-offensive
1625,"已經打到不知道要打綠能你不能,雙標老招了又不是民進党的，當然要辭有台灣價值抗中保台沒有辭綠能你不能有什麼好討論的打這個就蠢了！今年三大黨董哥",Non-offensive
1626,還在那我不知道他會不會被淘汰,Non-offensive
1627,33粉崩潰,Non-offensive
1628,"新這種的一定合法,球員跟裁白粉：阿北說的話就是證據嘴砲垃圾",Non-offensive
1629,當初誰強調他的中立問題不會成立E-bike的時候看不出追殺到底就是這種人想要的那別人請自己念你這篇pt最後一段的邏輯,Non-offensive
1630,蒿吐露斯你現在也炒不動了政府早就給你講了,Non-offensive
1631,笑死社會大學被歧視了，喵喵請好噁心的嘴臉塔綠班的日常修正，苗的日苗之前那篇是在臭「洗了台畜牲能你不能左膠就假掰以彼之道還施彼身剛好而已苗族人很凶的來看看那些8這咖小不意外啊！對啊考不上律師執照的台大這也有回力鏢？真正戰學歷的垃圾雙標仔新不可以有學歷傲慢,Non-offensive
1632,說自創,Non-offensive
